                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.1711,                0.83138,                  1.314,                0.90024,                0.69177,                0.75074,                0.54309,                 1.6632,                0.77961,                 1.1733,               0.004918,               0.004918,               0.004918
                    156,                 1.1589,                0.82901,                 1.3055,                0.89781,                0.69391,                0.75169,                0.54284,                 1.6612,                0.77962,                 1.1715,               0.004885,               0.004885,               0.004885
                    157,                 1.1756,                0.83079,                 1.3057,                0.89716,                0.69446,                0.75234,                0.54283,                 1.6597,                0.77892,                 1.1695,               0.004852,               0.004852,               0.004852
                    158,                 1.1648,                0.81632,                 1.3036,                0.89849,                  0.696,                0.75214,                 0.5433,                  1.659,                 0.7782,                 1.1689,               0.004819,               0.004819,               0.004819
                    159,                 1.1686,                 0.8228,                 1.2931,                0.89991,                0.69666,                0.75236,                 0.5438,                 1.6573,                0.77785,                 1.1686,               0.004786,               0.004786,               0.004786
                    160,                  1.148,                0.80455,                 1.2933,                0.89581,                0.69165,                 0.7482,                 0.5445,                 1.6557,                0.77651,                 1.1671,               0.004753,               0.004753,               0.004753
                    161,                 1.1378,                 0.8047,                 1.2817,                0.89469,                0.69452,                0.74802,                0.54503,                 1.6543,                0.77475,                 1.1652,                0.00472,                0.00472,                0.00472
                    162,                  1.157,                 0.8102,                  1.287,                0.89395,                0.69756,                0.74789,                0.54525,                 1.6533,                0.77466,                 1.1632,               0.004687,               0.004687,               0.004687
                    163,                 1.1532,                0.81512,                 1.2863,                0.89296,                0.69577,                0.74828,                0.54614,                 1.6522,                0.77312,                 1.1608,               0.004654,               0.004654,               0.004654
                    164,                 1.1376,                0.79618,                  1.275,                0.89213,                0.69876,                0.74812,                0.54643,                 1.6512,                0.77236,                 1.1587,               0.004621,               0.004621,               0.004621
                    165,                 1.1286,                0.79387,                 1.2851,                0.89125,                 0.6993,                0.74844,                0.54741,                 1.6493,                0.77184,                 1.1575,               0.004588,               0.004588,               0.004588
                    166,                 1.1333,                 0.7895,                 1.2748,                0.89052,                0.69949,                0.74882,                0.54794,                 1.6477,                0.77067,                 1.1559,               0.004555,               0.004555,               0.004555
                    167,                  1.136,                0.79705,                 1.2805,                0.89037,                0.69965,                0.74923,                0.54794,                 1.6475,                0.76996,                 1.1548,               0.004522,               0.004522,               0.004522
                    168,                 1.1353,                0.79013,                  1.275,                0.89065,                0.69897,                0.74875,                 0.5485,                  1.646,                0.76841,                 1.1535,               0.004489,               0.004489,               0.004489
                    169,                 1.1358,                0.78242,                 1.2703,                0.88944,                0.69943,                0.74909,                0.54914,                 1.6444,                0.76711,                 1.1519,               0.004456,               0.004456,               0.004456
                    170,                 1.1237,                0.79398,                 1.2749,                0.88473,                0.70184,                0.74909,                0.54955,                 1.6435,                 0.7671,                 1.1511,               0.004423,               0.004423,               0.004423
                    171,                 1.1191,                 0.7783,                 1.2592,                0.89182,                0.70113,                0.74941,                0.55091,                  1.642,                0.76651,                   1.15,                0.00439,                0.00439,                0.00439
                    172,                 1.1227,                  0.781,                 1.2641,                0.88708,                 0.7031,                0.74934,                0.55105,                 1.6404,                0.76584,                 1.1485,               0.004357,               0.004357,               0.004357
                    173,                 1.1212,                0.77805,                 1.2635,                0.88877,                0.70007,                0.74877,                 0.5512,                 1.6399,                 0.7646,                 1.1475,               0.004324,               0.004324,               0.004324
                    174,                 1.1221,                0.78126,                 1.2645,                 0.8897,                0.69952,                0.74887,                0.55094,                 1.6392,                0.76321,                 1.1469,               0.004291,               0.004291,               0.004291
                    175,                 1.1087,                0.76774,                 1.2591,                0.88879,                0.70094,                0.74997,                0.55154,                 1.6384,                0.76111,                 1.1466,               0.004258,               0.004258,               0.004258
                    176,                 1.1151,                0.77109,                 1.2535,                0.89133,                0.70086,                0.74999,                0.55208,                 1.6376,                0.75997,                 1.1449,               0.004225,               0.004225,               0.004225
                    177,                 1.0926,                0.75591,                 1.2496,                0.89074,                0.70079,                0.75055,                0.55333,                 1.6367,                0.75859,                 1.1436,               0.004192,               0.004192,               0.004192
                    178,                 1.1086,                 0.7581,                 1.2525,                0.89127,                0.70088,                0.75052,                0.55372,                 1.6357,                0.75749,                 1.1427,               0.004159,               0.004159,               0.004159
                    179,                 1.0965,                0.75659,                 1.2514,                0.88887,                 0.7041,                0.75095,                 0.5547,                 1.6345,                0.75671,                 1.1417,               0.004126,               0.004126,               0.004126
                    180,                 1.0954,                0.75679,                 1.2419,                 0.8869,                0.70462,                0.75132,                0.55405,                 1.6338,                0.75644,                 1.1411,               0.004093,               0.004093,               0.004093
                    181,                  1.094,                 0.7488,                 1.2428,                0.88905,                 0.7033,                 0.7513,                  0.554,                 1.6334,                0.75682,                 1.1403,                0.00406,                0.00406,                0.00406
                    182,                  1.084,                0.75178,                 1.2379,                0.88851,                0.70364,                 0.7515,                 0.5544,                 1.6321,                0.75766,                 1.1392,               0.004027,               0.004027,               0.004027
                    183,                  1.081,                 0.7389,                 1.2355,                0.89023,                0.70347,                0.75127,                0.55482,                 1.6315,                0.75726,                 1.1383,               0.003994,               0.003994,               0.003994
                    184,                 1.0734,                 0.7335,                 1.2356,                0.88948,                 0.7038,                0.75149,                0.55551,                 1.6308,                0.75712,                 1.1381,               0.003961,               0.003961,               0.003961
                    185,                 1.0737,                0.73768,                 1.2328,                0.88733,                0.70349,                0.75081,                0.55635,                   1.63,                0.75631,                 1.1373,               0.003928,               0.003928,               0.003928
                    186,                 1.0896,                0.73444,                 1.2241,                0.88633,                0.70403,                0.75098,                0.55673,                 1.6293,                0.75556,                 1.1368,               0.003895,               0.003895,               0.003895
                    187,                 1.0759,                0.73041,                 1.2292,                0.88785,                0.70378,                0.75102,                0.55675,                 1.6288,                0.75508,                 1.1362,               0.003862,               0.003862,               0.003862
                    188,                 1.0739,                0.73255,                  1.226,                0.88765,                0.70301,                0.75108,                0.55719,                 1.6283,                0.75548,                  1.136,               0.003829,               0.003829,               0.003829
                    189,                 1.0806,                0.73448,                 1.2315,                0.89196,                0.70895,                0.75531,                0.55795,                  1.628,                0.75518,                 1.1348,               0.003796,               0.003796,               0.003796
                    190,                  1.076,                0.73541,                 1.2145,                0.89273,                 0.7088,                0.75556,                0.55813,                 1.6277,                0.75533,                 1.1341,               0.003763,               0.003763,               0.003763
                    191,                 1.0715,                0.72337,                 1.2211,                0.89485,                0.70978,                0.75592,                0.55849,                 1.6272,                0.75538,                 1.1328,                0.00373,                0.00373,                0.00373
                    192,                 1.0649,                0.71416,                 1.2229,                0.89535,                0.70931,                0.75646,                0.55884,                  1.626,                0.75486,                 1.1321,               0.003697,               0.003697,               0.003697
                    193,                   1.06,                0.71391,                 1.2159,                0.89535,                0.71106,                0.75671,                0.55936,                 1.6251,                0.75447,                 1.1311,               0.003664,               0.003664,               0.003664
                    194,                 1.0568,                0.70936,                 1.2115,                0.89671,                0.71054,                0.75693,                0.55946,                 1.6243,                0.75346,                 1.1305,               0.003631,               0.003631,               0.003631
                    195,                 1.0698,                0.71985,                 1.2151,                0.89463,                0.71345,                0.75714,                0.55972,                 1.6236,                0.75297,                 1.1299,               0.003598,               0.003598,               0.003598
                    196,                  1.037,                0.70474,                 1.2016,                 0.8958,                0.71337,                0.75723,                0.55994,                 1.6228,                0.75279,                 1.1287,               0.003565,               0.003565,               0.003565
                    197,                 1.0627,                0.71272,                  1.205,                0.89363,                0.71399,                0.75717,                0.56021,                 1.6222,                  0.752,                 1.1278,               0.003532,               0.003532,               0.003532
                    198,                 1.0583,                0.71386,                   1.21,                0.89456,                0.71491,                0.75788,                0.56061,                 1.6215,                0.75172,                 1.1267,               0.003499,               0.003499,               0.003499
                    199,                 1.0454,                0.70346,                 1.1959,                0.89363,                0.71334,                0.75827,                0.56144,                 1.6206,                0.75101,                 1.1259,               0.003466,               0.003466,               0.003466
                    200,                 1.0436,                0.70013,                  1.201,                0.89659,                 0.7122,                0.75834,                0.56172,                 1.6201,                0.74995,                 1.1249,               0.003433,               0.003433,               0.003433
                    201,                 1.0378,                0.69308,                 1.1999,                0.89596,                0.71236,                0.75843,                0.56174,                 1.6194,                0.74955,                 1.1242,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0356,                0.69457,                 1.1931,                0.89637,                0.71329,                0.75849,                 0.5619,                 1.6188,                0.74906,                 1.1234,               0.003367,               0.003367,               0.003367
                    203,                 1.0416,                 0.6911,                 1.1918,                0.89729,                0.71288,                0.75901,                0.56236,                  1.618,                0.74871,                 1.1226,               0.003334,               0.003334,               0.003334
                    204,                 1.0239,                0.68434,                  1.188,                0.89718,                0.71335,                0.75897,                0.56271,                 1.6172,                0.74864,                 1.1214,               0.003301,               0.003301,               0.003301
                    205,                 1.0483,                0.68775,                 1.1846,                0.89671,                0.71329,                0.75895,                0.56304,                 1.6167,                0.74778,                  1.121,               0.003268,               0.003268,               0.003268
                    206,                 1.0338,                0.68718,                 1.1894,                0.89634,                0.71392,                  0.759,                0.56377,                 1.6163,                0.74766,                 1.1206,               0.003235,               0.003235,               0.003235
                    207,                 1.0274,                0.68224,                  1.181,                0.89667,                0.71454,                0.75899,                0.56421,                 1.6158,                0.74705,                   1.12,               0.003202,               0.003202,               0.003202
                    208,                 1.0274,                0.67357,                 1.1849,                0.89661,                0.71411,                0.75927,                0.56444,                 1.6157,                 0.7466,                 1.1193,               0.003169,               0.003169,               0.003169
                    209,                 1.0273,                0.67018,                 1.1724,                0.89475,                0.71528,                0.75957,                0.56458,                 1.6151,                0.74611,                 1.1185,               0.003136,               0.003136,               0.003136
                    210,                 1.0371,                0.67753,                 1.1778,                0.89774,                0.71453,                0.75961,                0.56474,                 1.6139,                0.74645,                 1.1175,               0.003103,               0.003103,               0.003103
                    211,                 1.0294,                0.67721,                 1.1711,                0.89638,                  0.715,                0.75991,                 0.5649,                 1.6133,                0.74667,                 1.1171,                0.00307,                0.00307,                0.00307
                    212,                 1.0176,                0.66975,                 1.1711,                0.89623,                  0.715,                0.76005,                0.56492,                 1.6124,                0.74691,                 1.1165,               0.003037,               0.003037,               0.003037
                    213,                 1.0159,                0.66309,                 1.1692,                0.89699,                0.71515,                0.76056,                0.56571,                 1.6119,                0.74679,                  1.116,               0.003004,               0.003004,               0.003004
                    214,                 1.0159,                0.67433,                 1.1698,                0.89803,                0.71432,                0.76025,                0.56588,                 1.6111,                0.74688,                 1.1152,               0.002971,               0.002971,               0.002971
                    215,                 1.0066,                0.66171,                 1.1681,                0.89616,                0.71416,                0.76046,                0.56654,                  1.611,                0.74662,                 1.1153,               0.002938,               0.002938,               0.002938
                    216,                 1.0134,                0.65587,                 1.1691,                0.89643,                0.71315,                0.76046,                0.56698,                 1.6102,                0.74692,                 1.1148,               0.002905,               0.002905,               0.002905
                    217,                 1.0151,                0.66215,                 1.1668,                0.89712,                0.71343,                0.76055,                0.56725,                 1.6096,                0.74596,                 1.1144,               0.002872,               0.002872,               0.002872
                    218,                 1.0168,                 0.6612,                 1.1601,                0.89705,                0.71504,                0.76098,                 0.5675,                  1.609,                0.74525,                 1.1139,               0.002839,               0.002839,               0.002839
                    219,                 1.0133,                0.66387,                 1.1708,                0.89696,                0.71547,                0.76097,                0.56841,                 1.6078,                 0.7451,                 1.1129,               0.002806,               0.002806,               0.002806
                    220,                 1.0044,                0.65112,                 1.1582,                0.89839,                0.71545,                0.76092,                0.56839,                  1.607,                0.74438,                 1.1124,               0.002773,               0.002773,               0.002773
                    221,                 1.0086,                0.64768,                 1.1553,                0.89943,                0.71466,                0.76124,                0.56842,                 1.6064,                0.74434,                 1.1117,                0.00274,                0.00274,                0.00274
                    222,                0.98627,                0.63993,                 1.1501,                0.89995,                 0.7148,                0.76127,                0.56878,                  1.606,                0.74408,                 1.1106,               0.002707,               0.002707,               0.002707
                    223,                 1.0028,                0.64787,                 1.1436,                0.89817,                0.71458,                0.76116,                0.56857,                 1.6053,                0.74353,                 1.1095,               0.002674,               0.002674,               0.002674
                    224,                0.99416,                0.64292,                 1.1514,                0.90154,                0.71235,                0.76122,                0.56881,                 1.6051,                0.74345,                 1.1089,               0.002641,               0.002641,               0.002641
                    225,                 0.9994,                0.63763,                 1.1463,                0.90263,                0.71156,                0.76133,                0.56885,                 1.6051,                0.74348,                 1.1085,               0.002608,               0.002608,               0.002608
                    226,                0.98717,                 0.6278,                 1.1383,                0.90151,                0.71302,                0.76159,                0.56905,                 1.6049,                0.74388,                 1.1078,               0.002575,               0.002575,               0.002575
                    227,                0.99056,                0.63826,                 1.1414,                0.90066,                0.71308,                 0.7615,                0.56967,                 1.6047,                 0.7431,                 1.1082,               0.002542,               0.002542,               0.002542
                    228,                0.98487,                0.63006,                 1.1414,                0.90045,                0.71382,                0.76141,                0.56992,                 1.6044,                0.74252,                 1.1079,               0.002509,               0.002509,               0.002509
                    229,                0.99043,                0.62729,                 1.1356,                0.89987,                0.71365,                0.76113,                0.57027,                  1.604,                0.74224,                 1.1076,               0.002476,               0.002476,               0.002476
                    230,                0.97779,                0.63112,                 1.1327,                0.90046,                0.71346,                0.76105,                0.57038,                 1.6037,                  0.742,                  1.107,               0.002443,               0.002443,               0.002443
                    231,                0.97438,                0.62544,                 1.1305,                 0.9001,                0.71362,                0.76094,                0.57079,                 1.6029,                0.74187,                 1.1066,                0.00241,                0.00241,                0.00241
                    232,                0.97564,                0.62921,                 1.1397,                 0.9011,                0.71391,                 0.7612,                0.57082,                 1.6024,                0.74125,                 1.1063,               0.002377,               0.002377,               0.002377
                    233,                0.96607,                0.61132,                 1.1265,                0.89947,                0.71457,                0.76144,                0.57135,                  1.602,                0.74105,                 1.1063,               0.002344,               0.002344,               0.002344
                    234,                0.97763,                0.62186,                 1.1236,                0.89945,                 0.7148,                0.76142,                0.57133,                 1.6017,                0.74027,                 1.1062,               0.002311,               0.002311,               0.002311
                    235,                0.96709,                 0.6146,                 1.1262,                0.89896,                0.71451,                0.76203,                0.57231,                 1.6014,                0.74028,                 1.1058,               0.002278,               0.002278,               0.002278
                    236,                0.96216,                0.61027,                 1.1236,                0.90003,                0.71425,                0.76205,                0.57272,                 1.6011,                0.73993,                 1.1056,               0.002245,               0.002245,               0.002245
                    237,                0.97103,                0.61613,                 1.1254,                0.89959,                 0.7141,                0.76194,                0.57277,                 1.6005,                 0.7397,                  1.105,               0.002212,               0.002212,               0.002212
                    238,                0.96608,                0.60766,                 1.1158,                0.89931,                0.71337,                0.76237,                0.57387,                 1.5993,                0.73933,                 1.1044,               0.002179,               0.002179,               0.002179
                    239,                0.96818,                0.60714,                 1.1199,                0.89964,                0.71249,                0.76262,                0.57448,                 1.5989,                0.73927,                 1.1039,               0.002146,               0.002146,               0.002146
                    240,                0.96132,                  0.611,                 1.1195,                0.89888,                0.71357,                0.76248,                0.57451,                 1.5985,                0.73818,                 1.1037,               0.002113,               0.002113,               0.002113
                    241,                0.95077,                0.60463,                 1.1121,                0.90041,                0.71249,                0.76258,                0.57453,                  1.598,                0.73774,                 1.1036,                0.00208,                0.00208,                0.00208
                    242,                0.96227,                0.60575,                 1.1127,                0.90124,                 0.7109,                0.76227,                0.57497,                 1.5974,                0.73782,                 1.1035,               0.002047,               0.002047,               0.002047
                    243,                0.95476,                0.59931,                 1.1056,                0.90066,                0.71059,                0.76234,                0.57508,                 1.5967,                0.73749,                  1.103,               0.002014,               0.002014,               0.002014
                    244,                0.95037,                0.59813,                 1.1128,                0.90153,                0.71153,                0.76301,                0.57602,                 1.5959,                0.73725,                 1.1026,               0.001981,               0.001981,               0.001981
                    245,                0.94673,                0.59143,                 1.1007,                0.90208,                0.71179,                0.76319,                0.57569,                 1.5957,                0.73641,                 1.1024,               0.001948,               0.001948,               0.001948
                    246,                0.95486,                 0.5999,                 1.1068,                0.90228,                0.71259,                0.76326,                0.57577,                 1.5946,                0.73636,                  1.102,               0.001915,               0.001915,               0.001915
                    247,                0.95016,                0.59439,                 1.1104,                0.90516,                0.71488,                0.76535,                0.57625,                 1.5938,                 0.7359,                 1.1013,               0.001882,               0.001882,               0.001882
                    248,                 0.9458,                0.59269,                 1.1004,                0.90244,                0.71577,                0.76548,                0.57621,                 1.5933,                0.73547,                 1.1007,               0.001849,               0.001849,               0.001849
                    249,                0.95039,                0.58855,                 1.1003,                0.90281,                0.71576,                0.76624,                  0.577,                 1.5928,                0.73535,                    1.1,               0.001816,               0.001816,               0.001816
                    250,                0.94596,                0.58411,                 1.1017,                0.90388,                0.71503,                0.76658,                0.57728,                 1.5924,                0.73497,                 1.0997,               0.001783,               0.001783,               0.001783
                    251,                0.94198,                0.59014,                 1.1001,                 0.9026,                0.71478,                0.76644,                0.57755,                 1.5918,                0.73466,                  1.099,                0.00175,                0.00175,                0.00175
                    252,                0.93387,                0.56914,                 1.0939,                0.90338,                0.71494,                0.76672,                0.57789,                 1.5912,                 0.7343,                 1.0984,               0.001717,               0.001717,               0.001717
                    253,                0.93958,                0.58493,                 1.0888,                0.90381,                0.71501,                0.76712,                0.57846,                 1.5905,                0.73345,                 1.0976,               0.001684,               0.001684,               0.001684
                    254,                 0.9274,                0.57546,                 1.0929,                0.90682,                0.71386,                0.76721,                0.57886,                 1.5901,                0.73278,                 1.0974,               0.001651,               0.001651,               0.001651
                    255,                0.93295,                0.57535,                 1.0839,                0.90276,                0.71488,                0.76729,                 0.5786,                 1.5897,                0.73182,                  1.097,               0.001618,               0.001618,               0.001618
                    256,                0.93433,                0.57198,                 1.0836,                0.90698,                0.71383,                0.76747,                0.57939,                 1.5895,                0.73103,                 1.0963,               0.001585,               0.001585,               0.001585
                    257,                0.91343,                 0.5644,                 1.0858,                0.90634,                0.71488,                0.76769,                0.58014,                 1.5888,                0.73068,                  1.096,               0.001552,               0.001552,               0.001552
                    258,                0.90869,                0.55872,                 1.0774,                0.90915,                0.71327,                0.76807,                0.58005,                 1.5887,                0.73032,                 1.0958,               0.001519,               0.001519,               0.001519
                    259,                0.91416,                0.56301,                 1.0788,                 0.9091,                0.71419,                0.76816,                0.58124,                 1.5881,                0.72995,                 1.0952,               0.001486,               0.001486,               0.001486
                    260,                  0.929,                0.57043,                 1.0835,                0.91189,                  0.715,                0.76853,                0.58133,                 1.5877,                0.72926,                 1.0947,               0.001453,               0.001453,               0.001453
                    261,                0.91874,                0.56791,                 1.0802,                0.90977,                0.71577,                0.76847,                0.58134,                 1.5875,                0.72968,                 1.0936,                0.00142,                0.00142,                0.00142
                    262,                0.91712,                 0.5591,                 1.0838,                0.90876,                 0.7174,                0.76857,                0.58157,                 1.5875,                0.72973,                 1.0931,               0.001387,               0.001387,               0.001387
                    263,                0.90731,                0.55274,                 1.0746,                0.90888,                0.71738,                 0.7688,                0.58205,                  1.587,                0.72929,                 1.0928,               0.001354,               0.001354,               0.001354
                    264,                 0.9127,                0.55572,                 1.0727,                0.90954,                0.71778,                0.76875,                0.58203,                 1.5866,                0.72876,                 1.0926,               0.001321,               0.001321,               0.001321
                    265,                0.90352,                 0.5491,                  1.075,                0.90957,                0.71762,                0.76873,                0.58193,                 1.5863,                0.72861,                 1.0922,               0.001288,               0.001288,               0.001288
                    266,                0.90808,                0.55074,                 1.0663,                0.91048,                0.71822,                0.76914,                 0.5822,                 1.5859,                0.72846,                 1.0915,               0.001255,               0.001255,               0.001255
                    267,                0.91146,                0.54816,                 1.0635,                0.91059,                0.71636,                0.76936,                0.58253,                 1.5857,                0.72814,                 1.0911,               0.001222,               0.001222,               0.001222
                    268,                0.89957,                0.54847,                 1.0632,                0.91155,                0.71673,                0.76932,                0.58264,                 1.5851,                0.72779,                 1.0908,               0.001189,               0.001189,               0.001189
                    269,                0.89938,                0.55448,                 1.0715,                0.91491,                0.71433,                0.76947,                0.58322,                  1.585,                0.72732,                 1.0906,               0.001156,               0.001156,               0.001156
                    270,                0.90334,                0.54669,                 1.0647,                0.91549,                0.71474,                0.76971,                0.58341,                 1.5846,                0.72715,                 1.0903,               0.001123,               0.001123,               0.001123
                    271,                0.88992,                0.53874,                  1.052,                0.91796,                0.71384,                0.76978,                0.58363,                 1.5843,                0.72666,                 1.0901,                0.00109,                0.00109,                0.00109
                    272,                 0.9035,                0.53864,                 1.0619,                0.91655,                0.71468,                0.76981,                0.58386,                 1.5838,                 0.7262,                   1.09,               0.001057,               0.001057,               0.001057
                    273,                0.89515,                 0.5472,                 1.0617,                0.91588,                0.71408,                0.76998,                0.58388,                 1.5836,                0.72606,                 1.0897,               0.001024,               0.001024,               0.001024
                    274,                0.90291,                0.54114,                 1.0601,                0.91612,                0.71475,                0.77054,                0.58424,                 1.5829,                0.72605,                 1.0888,               0.000991,               0.000991,               0.000991
                    275,                0.89384,                0.53758,                 1.0579,                0.91587,                0.71453,                0.77083,                0.58464,                 1.5821,                0.72562,                 1.0879,               0.000958,               0.000958,               0.000958
                    276,                0.88847,                0.52886,                 1.0463,                0.91781,                0.71371,                0.77108,                0.58487,                 1.5818,                0.72528,                 1.0881,               0.000925,               0.000925,               0.000925
                    277,                0.89419,                0.53489,                 1.0572,                0.91739,                0.71459,                0.77113,                0.58501,                 1.5816,                0.72496,                 1.0878,               0.000892,               0.000892,               0.000892
                    278,                0.88082,                0.52479,                 1.0465,                0.91652,                0.71444,                 0.7713,                0.58538,                  1.581,                0.72447,                 1.0873,               0.000859,               0.000859,               0.000859
                    279,                0.89303,                0.52857,                 1.0456,                0.91494,                0.71508,                0.77152,                  0.586,                 1.5803,                0.72447,                 1.0865,               0.000826,               0.000826,               0.000826
                    280,                 0.8885,                0.53303,                 1.0475,                0.91691,                0.71514,                0.77155,                0.58636,                 1.5798,                 0.7242,                 1.0858,               0.000793,               0.000793,               0.000793
                    281,                0.88511,                0.52187,                 1.0481,                0.91753,                0.71535,                0.77164,                0.58632,                 1.5796,                0.72384,                 1.0857,                0.00076,                0.00076,                0.00076
                    282,                0.87403,                0.52153,                 1.0454,                0.92039,                0.71422,                0.77174,                0.58646,                  1.579,                0.72307,                 1.0854,               0.000727,               0.000727,               0.000727
                    283,                0.86925,                0.51632,                 1.0418,                0.91874,                0.71513,                0.77187,                0.58656,                 1.5782,                0.72267,                  1.085,               0.000694,               0.000694,               0.000694
                    284,                0.88243,                0.52153,                 1.0402,                0.91859,                 0.7149,                0.77188,                0.58654,                 1.5779,                0.72234,                 1.0846,               0.000661,               0.000661,               0.000661
                    285,                0.87841,                 0.5144,                 1.0415,                0.92072,                 0.7144,                0.77168,                0.58674,                 1.5777,                0.72184,                 1.0845,               0.000628,               0.000628,               0.000628
                    286,                0.88676,                0.52564,                  1.042,                0.91999,                0.71361,                0.77127,                0.58699,                 1.5769,                 0.7216,                  1.084,               0.000595,               0.000595,               0.000595
                    287,                0.87718,                0.51639,                 1.0377,                0.92045,                0.71342,                0.77138,                0.58716,                 1.5766,                0.72165,                 1.0836,               0.000562,               0.000562,               0.000562
                    288,                0.86677,                0.51779,                 1.0392,                0.92041,                0.71369,                0.77138,                0.58772,                 1.5762,                0.72131,                  1.083,               0.000529,               0.000529,               0.000529
                    289,                0.87959,                0.51654,                 1.0367,                0.92096,                0.71391,                0.77156,                0.58778,                 1.5757,                0.72114,                 1.0827,               0.000496,               0.000496,               0.000496
                    290,                0.87597,                0.51763,                 1.0282,                0.92202,                0.71366,                 0.7716,                0.58792,                 1.5753,                0.72091,                 1.0823,               0.000463,               0.000463,               0.000463
                    291,                  1.096,                0.42528,                0.84695,                0.92144,                0.71407,                0.77167,                 0.5881,                 1.5745,                0.72057,                 1.0822,                0.00043,                0.00043,                0.00043
                    292,                 1.0855,                 0.4131,                0.83758,                0.92196,                0.71394,                0.77184,                0.58802,                 1.5742,                0.71997,                 1.0821,               0.000397,               0.000397,               0.000397
                    293,                 1.0794,                0.40406,                 0.8303,                0.92201,                0.71568,                0.77195,                0.58889,                 1.5732,                0.71982,                 1.0814,               0.000364,               0.000364,               0.000364
                    294,                 1.0759,                0.40265,                 0.8321,                0.91794,                0.71617,                 0.7722,                0.58916,                 1.5727,                0.71966,                 1.0811,               0.000331,               0.000331,               0.000331
                    295,                 1.0808,                0.40341,                0.82628,                0.91751,                0.71602,                0.77241,                0.58931,                 1.5723,                0.71907,                 1.0808,               0.000298,               0.000298,               0.000298
                    296,                  1.083,                0.39955,                0.81673,                0.91882,                0.71689,                0.77248,                0.58965,                 1.5719,                0.71872,                 1.0803,               0.000265,               0.000265,               0.000265
                    297,                 1.0616,                0.39347,                0.82527,                 0.9192,                0.71621,                0.77261,                0.58985,                 1.5714,                0.71784,                 1.0798,               0.000232,               0.000232,               0.000232
                    298,                 1.0799,                0.40071,                 0.8235,                0.91997,                0.71646,                 0.7727,                0.58994,                 1.5708,                0.71726,                 1.0797,               0.000199,               0.000199,               0.000199
                    299,                 1.0569,                0.38913,                0.81433,                0.92037,                0.71636,                0.77291,                0.59021,                 1.5703,                0.71675,                 1.0795,               0.000166,               0.000166,               0.000166
                    300,                 1.0737,                0.39018,                0.82042,                0.91581,                0.71615,                0.77284,                0.59052,                 1.5695,                0.71625,                 1.0788,               0.000133,               0.000133,               0.000133
