               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 159,               1.005,               1.102,              1.2763,             0.89121,              0.8747,             0.92024,             0.76867,             0.79364,             0.62485,              1.1683,            0.004786,            0.004786,            0.004786
                 160,             0.98717,               1.066,               1.257,             0.88893,             0.87874,              0.9217,             0.77311,             0.79155,             0.62331,              1.1676,            0.004753,            0.004753,            0.004753
                 161,             0.99169,              1.0675,               1.262,             0.88719,              0.8808,             0.92142,              0.7738,             0.79012,             0.62301,              1.1668,             0.00472,             0.00472,             0.00472
                 162,             0.98053,              1.0551,              1.2585,             0.88658,             0.88407,             0.92146,             0.77398,              0.7885,             0.62236,              1.1659,            0.004687,            0.004687,            0.004687
                 163,              0.9792,              1.0636,              1.2631,             0.88632,             0.88349,             0.92185,             0.77555,             0.78647,              0.6205,              1.1642,            0.004654,            0.004654,            0.004654
                 164,              0.9784,              1.0665,              1.2643,             0.88596,             0.88406,             0.92215,             0.77621,             0.78463,              0.6176,              1.1634,            0.004621,            0.004621,            0.004621
                 165,             0.98356,              1.0627,              1.2591,             0.88643,             0.88278,             0.92282,              0.7766,             0.78447,             0.61626,              1.1651,            0.004588,            0.004588,            0.004588
                 166,             0.97636,              1.0592,               1.253,              0.8883,             0.88154,             0.92341,             0.77806,             0.78416,             0.61473,              1.1646,            0.004555,            0.004555,            0.004555
                 167,             0.96883,               1.032,              1.2437,             0.88647,             0.88374,             0.92347,             0.77878,             0.78235,             0.61467,              1.1635,            0.004522,            0.004522,            0.004522
                 168,             0.97314,              1.0422,              1.2487,             0.88988,             0.87934,             0.92393,             0.77961,             0.78006,             0.61325,              1.1618,            0.004489,            0.004489,            0.004489
                 169,             0.96581,               1.038,              1.2419,             0.88932,              0.8792,             0.92446,             0.78112,             0.77793,             0.61165,              1.1604,            0.004456,            0.004456,            0.004456
                 170,             0.95571,              1.0206,               1.243,             0.89573,             0.87814,             0.92465,             0.78235,             0.77611,             0.60967,              1.1593,            0.004423,            0.004423,            0.004423
                 171,             0.96089,              1.0225,              1.2334,             0.89748,              0.8772,             0.92463,             0.78261,             0.77437,             0.60787,              1.1576,             0.00439,             0.00439,             0.00439
                 172,             0.95604,               1.026,              1.2315,             0.89868,             0.87821,             0.92479,             0.78375,             0.77274,             0.60734,              1.1562,            0.004357,            0.004357,            0.004357
                 173,             0.95383,              1.0189,              1.2343,             0.89938,             0.87859,             0.92517,             0.78395,             0.77159,              0.6074,              1.1554,            0.004324,            0.004324,            0.004324
                 174,             0.95173,              1.0175,               1.232,             0.89768,             0.87948,             0.92569,             0.78563,             0.76967,             0.60623,              1.1535,            0.004291,            0.004291,            0.004291
                 175,             0.96284,              1.0301,              1.2337,             0.89395,             0.88361,             0.92623,              0.7869,              0.7683,             0.60435,              1.1522,            0.004258,            0.004258,            0.004258
                 176,             0.94626,              1.0162,              1.2299,             0.88631,             0.88953,             0.92716,             0.78806,             0.76713,             0.60374,              1.1514,            0.004225,            0.004225,            0.004225
                 177,             0.94735,              1.0126,              1.2273,             0.88544,             0.89151,             0.92754,             0.78807,             0.76538,             0.60357,              1.1497,            0.004192,            0.004192,            0.004192
                 178,             0.94602,              1.0089,              1.2308,             0.88559,             0.89157,             0.92751,             0.78948,             0.76375,             0.60207,              1.1484,            0.004159,            0.004159,            0.004159
                 179,             0.93426,             0.98528,              1.2235,             0.88567,             0.89172,             0.92808,             0.78976,             0.76248,             0.60109,              1.1472,            0.004126,            0.004126,            0.004126
                 180,             0.93223,             0.99979,              1.2149,             0.88895,             0.89017,             0.92849,             0.79096,             0.76072,             0.60042,              1.1452,            0.004093,            0.004093,            0.004093
                 181,             0.94553,              1.0058,              1.2286,             0.88707,             0.89017,             0.92903,             0.79177,             0.75949,             0.59997,              1.1439,             0.00406,             0.00406,             0.00406
                 182,             0.94162,             0.99734,              1.2282,              0.8877,             0.89256,             0.92942,             0.79327,               0.757,             0.59894,              1.1415,            0.004027,            0.004027,            0.004027
                 183,             0.93737,              1.0013,              1.2295,              0.8888,             0.89226,              0.9294,             0.79351,             0.75615,             0.59822,              1.1408,            0.003994,            0.003994,            0.003994
                 184,             0.91382,               0.972,                1.21,             0.88936,             0.89328,             0.92973,             0.79468,             0.75522,             0.59725,              1.1402,            0.003961,            0.003961,            0.003961
                 185,              0.9353,              1.0029,              1.2211,             0.88689,             0.89194,             0.92972,             0.79575,             0.75447,              0.5965,              1.1397,            0.003928,            0.003928,            0.003928
                 186,             0.92511,             0.97966,              1.2209,             0.88835,             0.88831,             0.93033,             0.79693,             0.75305,             0.59468,              1.1384,            0.003895,            0.003895,            0.003895
                 187,             0.91337,              0.9619,              1.2114,             0.88571,             0.89184,             0.93079,             0.79784,              0.7516,             0.59356,              1.1369,            0.003862,            0.003862,            0.003862
                 188,             0.91499,             0.96847,               1.206,             0.88707,             0.89006,             0.93121,             0.79834,             0.75018,             0.59223,              1.1355,            0.003829,            0.003829,            0.003829
                 189,             0.91518,              0.9803,              1.2124,             0.88612,             0.89254,              0.9319,             0.80019,             0.74872,             0.59139,              1.1343,            0.003796,            0.003796,            0.003796
                 190,             0.90797,              0.9642,               1.202,             0.89169,             0.89478,             0.93325,             0.80076,             0.74756,             0.59092,              1.1334,            0.003763,            0.003763,            0.003763
                 191,             0.90442,             0.96442,              1.2001,             0.89106,             0.89639,             0.93394,              0.8014,             0.74656,             0.59007,              1.1325,             0.00373,             0.00373,             0.00373
                 192,             0.91005,             0.95471,               1.205,             0.89027,             0.89755,             0.93415,             0.80249,             0.74575,             0.58944,              1.1318,            0.003697,            0.003697,            0.003697
                 193,             0.90839,             0.96523,              1.2046,             0.89339,             0.89458,             0.93475,             0.80242,             0.74492,             0.58858,              1.1309,            0.003664,            0.003664,            0.003664
                 194,             0.91459,             0.97441,              1.2058,             0.90117,             0.89167,             0.93473,             0.80287,             0.74395,             0.58773,              1.1297,            0.003631,            0.003631,            0.003631
                 195,             0.89987,             0.95051,              1.1982,             0.90399,             0.89062,             0.93569,             0.80401,             0.74213,             0.58724,              1.1281,            0.003598,            0.003598,            0.003598
                 196,             0.89869,             0.95363,              1.2014,             0.90704,             0.88846,             0.93585,             0.80546,             0.74107,             0.58645,               1.127,            0.003565,            0.003565,            0.003565
                 197,             0.88447,             0.94403,              1.1878,             0.90976,             0.88741,             0.93672,             0.80657,              0.7401,             0.58636,              1.1264,            0.003532,            0.003532,            0.003532
                 198,             0.88299,             0.93634,              1.1945,             0.91001,              0.8877,             0.93678,             0.80649,             0.73905,             0.58554,              1.1258,            0.003499,            0.003499,            0.003499
                 199,             0.88421,             0.92937,              1.1872,             0.90858,             0.88846,             0.93697,             0.80714,             0.73779,             0.58489,              1.1248,            0.003466,            0.003466,            0.003466
                 200,             0.88249,             0.92722,               1.192,             0.90865,             0.88894,             0.93712,             0.80783,             0.73668,             0.58384,              1.1241,            0.003433,            0.003433,            0.003433
                 201,             0.89937,             0.96663,               1.207,             0.90352,             0.88905,             0.93753,             0.80885,             0.73564,             0.58276,              1.1233,              0.0034,              0.0034,              0.0034
                 202,             0.87524,             0.92124,              1.1821,             0.90172,             0.89339,             0.93776,              0.8102,             0.73495,             0.58244,              1.1227,            0.003367,            0.003367,            0.003367
                 203,               0.889,             0.94162,              1.1915,             0.90345,             0.89192,             0.93858,             0.81045,             0.73362,             0.58164,              1.1218,            0.003334,            0.003334,            0.003334
                 204,             0.87872,             0.92902,              1.1866,             0.90534,             0.89012,             0.93876,             0.81194,             0.73248,             0.58096,              1.1209,            0.003301,            0.003301,            0.003301
                 205,             0.87075,             0.91435,              1.1804,             0.90227,             0.89425,             0.94011,             0.81372,             0.73127,             0.58045,              1.1201,            0.003268,            0.003268,            0.003268
                 206,             0.86843,             0.89888,              1.1758,             0.90234,             0.89444,             0.94062,             0.81431,             0.73035,             0.57985,              1.1196,            0.003235,            0.003235,            0.003235
                 207,             0.86462,             0.90858,               1.176,               0.896,             0.89521,             0.94064,             0.81505,             0.72956,             0.57903,               1.119,            0.003202,            0.003202,            0.003202
                 208,             0.86683,             0.92137,              1.1738,             0.89603,              0.8952,             0.94076,             0.81539,             0.72864,             0.57844,              1.1184,            0.003169,            0.003169,            0.003169
                 209,             0.85793,             0.91956,              1.1689,             0.90292,             0.89474,             0.94128,              0.8142,             0.72781,             0.57729,              1.1177,            0.003136,            0.003136,            0.003136
                 210,             0.85185,             0.90159,              1.1724,             0.90268,             0.89582,             0.94144,             0.81646,             0.72685,              0.5767,              1.1171,            0.003103,            0.003103,            0.003103
                 211,             0.86225,             0.90845,              1.1713,             0.90367,             0.89508,             0.94113,             0.81654,             0.72639,             0.57602,              1.1168,             0.00307,             0.00307,             0.00307
                 212,             0.85465,             0.90225,              1.1713,             0.90523,             0.89374,             0.94131,             0.81733,             0.72555,             0.57498,              1.1164,            0.003037,            0.003037,            0.003037
                 213,             0.84098,             0.88417,              1.1624,             0.90113,             0.89375,             0.94143,              0.8172,             0.72462,             0.57435,              1.1158,            0.003004,            0.003004,            0.003004
                 214,             0.85216,             0.90461,              1.1704,             0.89857,             0.89779,             0.94128,             0.81897,             0.72326,             0.57336,              1.1145,            0.002971,            0.002971,            0.002971
                 215,             0.84971,             0.89704,              1.1573,             0.89803,             0.89876,             0.94162,             0.81989,             0.72192,             0.57283,              1.1135,            0.002938,            0.002938,            0.002938
                 216,             0.85173,             0.91331,               1.169,             0.89582,             0.90297,             0.94165,             0.82016,               0.721,             0.57225,              1.1128,            0.002905,            0.002905,            0.002905
                 217,             0.84862,             0.88203,              1.1618,             0.89612,             0.90329,              0.9417,             0.82154,             0.72008,             0.57095,              1.1122,            0.002872,            0.002872,            0.002872
                 218,             0.84183,             0.88063,               1.159,             0.89763,             0.90309,               0.942,             0.82093,             0.71918,             0.57021,              1.1115,            0.002839,            0.002839,            0.002839
                 219,             0.83863,             0.88025,              1.1597,             0.89854,             0.90342,             0.94218,             0.82168,             0.71838,             0.56958,              1.1109,            0.002806,            0.002806,            0.002806
                 220,             0.82979,             0.88624,              1.1583,             0.90027,             0.90531,             0.94231,             0.82145,             0.71745,             0.56855,              1.1102,            0.002773,            0.002773,            0.002773
                 221,             0.84296,             0.89272,              1.1646,             0.90093,             0.90473,             0.94248,             0.82243,             0.71662,             0.56775,              1.1097,             0.00274,             0.00274,             0.00274
                 222,             0.83219,             0.88351,              1.1547,             0.90081,             0.90474,              0.9425,             0.82301,             0.71553,             0.56729,              1.1089,            0.002707,            0.002707,            0.002707
                 223,             0.82767,             0.86949,              1.1547,             0.90158,             0.90426,             0.94271,             0.82388,              0.7144,             0.56632,              1.1079,            0.002674,            0.002674,            0.002674
                 224,              0.8326,             0.87227,              1.1588,             0.90181,             0.90461,              0.9426,              0.8228,             0.71361,             0.56596,              1.1074,            0.002641,            0.002641,            0.002641
                 225,             0.83767,             0.87505,              1.1587,             0.90237,             0.90466,             0.94278,             0.82349,             0.71249,             0.56526,              1.1067,            0.002608,            0.002608,            0.002608
                 226,             0.83416,             0.87484,              1.1514,             0.90262,             0.90463,             0.94285,             0.82356,             0.71167,             0.56461,               1.106,            0.002575,            0.002575,            0.002575
                 227,              0.8283,             0.87153,              1.1567,             0.90258,             0.90518,             0.94269,             0.82458,             0.71145,             0.56382,              1.1064,            0.002542,            0.002542,            0.002542
                 228,             0.81861,             0.86201,               1.149,             0.90242,             0.90581,             0.94312,             0.82575,             0.71049,             0.56316,              1.1059,            0.002509,            0.002509,            0.002509
                 229,             0.83096,             0.88614,               1.154,             0.90271,             0.90543,             0.94335,             0.82576,             0.70955,              0.5623,              1.1053,            0.002476,            0.002476,            0.002476
                 230,             0.80823,             0.85161,              1.1358,             0.90546,             0.90426,             0.94338,             0.82689,             0.70874,              0.5614,              1.1046,            0.002443,            0.002443,            0.002443
                 231,             0.80719,             0.83814,              1.1357,             0.91168,             0.90348,             0.94422,              0.8273,             0.70804,             0.56098,              1.1041,             0.00241,             0.00241,             0.00241
                 232,             0.80987,             0.83544,              1.1419,             0.91116,              0.9031,             0.94453,             0.82764,             0.70697,             0.56036,              1.1034,            0.002377,            0.002377,            0.002377
                 233,             0.80174,              0.8274,              1.1354,             0.91247,             0.90058,             0.94457,             0.82751,             0.70623,             0.55999,              1.1028,            0.002344,            0.002344,            0.002344
                 234,             0.81815,             0.84376,              1.1452,             0.91319,             0.90039,             0.94472,             0.82873,             0.70474,              0.5593,              1.1012,            0.002311,            0.002311,            0.002311
                 235,             0.81407,             0.85056,               1.138,             0.91348,             0.90033,             0.94494,              0.8287,             0.70384,             0.55885,              1.1006,            0.002278,            0.002278,            0.002278
                 236,             0.79363,             0.83114,              1.1363,             0.91792,              0.8996,             0.94514,             0.82907,             0.70286,             0.55802,              1.0998,            0.002245,            0.002245,            0.002245
                 237,             0.79252,             0.81974,              1.1235,             0.91988,             0.89877,             0.94507,             0.82895,             0.70186,             0.55731,              1.0996,            0.002212,            0.002212,            0.002212
                 238,             0.80688,             0.84409,              1.1354,             0.91929,             0.89978,             0.94575,             0.82939,             0.70145,             0.55636,              1.0996,            0.002179,            0.002179,            0.002179
                 239,             0.79029,             0.80253,              1.1194,             0.92005,             0.89904,             0.94585,             0.83077,             0.70052,             0.55557,              1.0985,            0.002146,            0.002146,            0.002146
                 240,              0.8033,             0.83723,              1.1278,             0.91814,             0.90031,             0.94599,             0.83129,             0.69927,             0.55491,              1.0977,            0.002113,            0.002113,            0.002113
                 241,             0.78623,             0.81743,              1.1221,             0.91877,             0.89982,             0.94605,             0.83145,             0.69844,             0.55449,              1.0969,             0.00208,             0.00208,             0.00208
                 242,             0.79138,             0.84187,              1.1315,             0.91312,             0.90587,             0.94612,             0.83173,             0.69782,             0.55409,              1.0969,            0.002047,            0.002047,            0.002047
                 243,             0.79379,             0.82564,              1.1274,             0.91268,             0.90709,             0.94603,             0.83183,             0.69667,             0.55367,              1.0958,            0.002014,            0.002014,            0.002014
                 244,             0.78271,             0.80377,              1.1238,             0.91194,             0.90764,             0.94617,             0.83248,             0.69636,             0.55343,               1.096,            0.001981,            0.001981,            0.001981
                 245,             0.76836,             0.79625,              1.1172,             0.91059,             0.91061,              0.9462,             0.83197,             0.69565,             0.55289,              1.0955,            0.001948,            0.001948,            0.001948
                 246,              0.7697,             0.80088,              1.1173,             0.90913,             0.91644,              0.9462,             0.83172,             0.69478,             0.55257,              1.0951,            0.001915,            0.001915,            0.001915
                 247,             0.77368,             0.81209,              1.1197,             0.90957,             0.91684,             0.94628,             0.83138,             0.69414,             0.55202,              1.0947,            0.001882,            0.001882,            0.001882
                 248,             0.76631,             0.78465,               1.106,             0.91082,             0.91567,             0.94617,              0.8326,             0.69342,             0.55143,              1.0942,            0.001849,            0.001849,            0.001849
                 249,             0.76535,             0.78644,               1.106,             0.91352,             0.91382,              0.9462,              0.8334,             0.69239,             0.55079,              1.0938,            0.001816,            0.001816,            0.001816
                 250,             0.77302,             0.81411,              1.1177,             0.91378,               0.914,             0.94619,             0.83425,             0.69164,             0.55034,              1.0932,            0.001783,            0.001783,            0.001783
                 251,             0.76484,             0.80306,              1.1129,             0.91404,             0.91378,             0.94636,             0.83454,             0.69085,             0.55005,              1.0925,             0.00175,             0.00175,             0.00175
                 252,             0.75545,             0.78254,              1.1085,             0.91332,             0.91372,             0.94627,             0.83469,             0.68943,             0.54977,              1.0915,            0.001717,            0.001717,            0.001717
                 253,             0.75226,             0.78053,              1.1071,             0.90938,             0.91807,             0.94636,              0.8353,             0.68874,             0.54941,               1.091,            0.001684,            0.001684,            0.001684
                 254,             0.75082,             0.78003,              1.1121,             0.90983,             0.91775,             0.94645,             0.83593,             0.68783,             0.54903,              1.0903,            0.001651,            0.001651,            0.001651
                 255,             0.76481,             0.80469,              1.1186,              0.9104,               0.918,             0.94643,             0.83648,              0.6873,             0.54847,              1.0899,            0.001618,            0.001618,            0.001618
                 256,             0.76058,             0.78841,              1.1147,             0.91138,             0.91693,             0.94642,             0.83755,             0.68623,             0.54799,              1.0892,            0.001585,            0.001585,            0.001585
                 257,             0.75793,             0.79498,                1.11,             0.91394,             0.91465,             0.94664,             0.83617,             0.68548,             0.54779,              1.0888,            0.001552,            0.001552,            0.001552
                 258,             0.75363,             0.78982,              1.1031,             0.91591,              0.9137,             0.94665,             0.83807,             0.68494,             0.54761,              1.0884,            0.001519,            0.001519,            0.001519
                 259,              0.7563,             0.79709,              1.1087,             0.91161,             0.91784,             0.94677,             0.83642,             0.68482,             0.54735,              1.0884,            0.001486,            0.001486,            0.001486
                 260,             0.74443,             0.77051,              1.0999,             0.91156,             0.91856,             0.94674,             0.83796,             0.68453,             0.54688,              1.0882,            0.001453,            0.001453,            0.001453
                 261,             0.73786,             0.75584,              1.0957,             0.91194,             0.91933,             0.94702,             0.83818,             0.68419,             0.54632,              1.0879,             0.00142,             0.00142,             0.00142
                 262,             0.72868,             0.76581,              1.0968,             0.91473,             0.91555,             0.94709,             0.83873,             0.68286,             0.54602,              1.0867,            0.001387,            0.001387,            0.001387
                 263,             0.74904,             0.78517,              1.1077,             0.91515,             0.91546,             0.94718,             0.83935,              0.6823,             0.54598,              1.0862,            0.001354,            0.001354,            0.001354
                 264,             0.73725,             0.76297,              1.0979,              0.9164,             0.91588,             0.94719,             0.83947,             0.68185,             0.54589,              1.0858,            0.001321,            0.001321,            0.001321
                 265,             0.73827,             0.76947,              1.1009,             0.91679,             0.91584,             0.94723,             0.83974,             0.68101,             0.54567,              1.0852,            0.001288,            0.001288,            0.001288
                 266,             0.73464,             0.75148,              1.0947,             0.91675,             0.91602,             0.94723,             0.83964,             0.68037,             0.54585,              1.0847,            0.001255,            0.001255,            0.001255
                 267,             0.72711,             0.75607,              1.0965,             0.91733,             0.91619,             0.94738,             0.84005,             0.67947,             0.54548,              1.0841,            0.001222,            0.001222,            0.001222
                 268,             0.73712,             0.75967,              1.0966,             0.91807,              0.9156,             0.94745,             0.84071,             0.67879,             0.54503,              1.0838,            0.001189,            0.001189,            0.001189
                 269,               0.735,             0.75158,              1.0946,             0.91904,             0.91511,              0.9474,             0.84108,             0.67801,             0.54449,               1.083,            0.001156,            0.001156,            0.001156
                 270,             0.73153,             0.75067,              1.0907,             0.92186,             0.91374,             0.94758,             0.84147,             0.67722,             0.54436,              1.0823,            0.001123,            0.001123,            0.001123
                 271,             0.72632,             0.75565,              1.0908,             0.92298,             0.91338,             0.94774,             0.84194,             0.67668,             0.54417,              1.0819,             0.00109,             0.00109,             0.00109
                 272,             0.72186,              0.7491,              1.0878,              0.9236,             0.91256,              0.9478,             0.84228,             0.67634,             0.54434,              1.0817,            0.001057,            0.001057,            0.001057
                 273,             0.71793,             0.75348,              1.0844,             0.92383,             0.91282,             0.94781,             0.84256,             0.67523,             0.54387,               1.081,            0.001024,            0.001024,            0.001024
                 274,             0.71702,             0.74206,              1.0804,             0.92313,             0.91387,             0.94775,             0.84284,              0.6752,             0.54381,              1.0812,            0.000991,            0.000991,            0.000991
                 275,             0.71111,             0.74401,              1.0859,             0.92274,             0.91349,             0.94789,              0.8429,             0.67491,             0.54369,              1.0808,            0.000958,            0.000958,            0.000958
                 276,             0.71798,             0.74808,              1.0865,             0.92277,             0.91381,             0.94794,             0.84283,             0.67415,             0.54346,              1.0803,            0.000925,            0.000925,            0.000925
                 277,             0.72336,             0.74376,              1.0883,             0.92271,             0.91359,             0.94802,             0.84384,             0.67344,             0.54367,              1.0797,            0.000892,            0.000892,            0.000892
                 278,             0.70229,             0.73186,              1.0735,             0.92315,             0.91363,             0.94818,             0.84439,             0.67255,             0.54293,              1.0789,            0.000859,            0.000859,            0.000859
                 279,             0.71584,              0.7425,              1.0836,             0.92424,             0.91363,              0.9482,             0.84457,             0.67177,              0.5424,              1.0785,            0.000826,            0.000826,            0.000826
                 280,             0.71222,             0.76083,              1.0849,             0.92462,             0.91343,             0.94839,              0.8437,             0.67099,             0.54258,               1.078,            0.000793,            0.000793,            0.000793
                 281,             0.70628,             0.72762,              1.0741,             0.92424,             0.91409,             0.94877,             0.84366,             0.67021,             0.54196,              1.0775,             0.00076,             0.00076,             0.00076
                 282,              0.6915,             0.71585,              1.0737,             0.92557,             0.91387,             0.94884,             0.84655,             0.66941,             0.54204,               1.077,            0.000727,            0.000727,            0.000727
                 283,             0.71159,             0.73789,              1.0785,             0.92087,             0.91455,             0.94889,             0.84556,              0.6688,              0.5416,              1.0769,            0.000694,            0.000694,            0.000694
                 284,             0.69183,             0.72691,               1.071,               0.925,             0.91387,             0.94877,             0.84576,               0.668,             0.54114,              1.0765,            0.000661,            0.000661,            0.000661
                 285,             0.51696,               0.384,              1.0042,             0.92517,             0.91359,             0.94876,              0.8456,             0.66694,             0.54056,              1.0754,            0.000628,            0.000628,            0.000628
                 286,             0.48982,             0.34443,             0.98821,             0.92493,             0.91397,             0.94885,             0.84555,             0.66628,              0.5396,              1.0749,            0.000595,            0.000595,            0.000595
                 287,             0.48251,              0.3351,             0.97832,             0.92317,             0.91497,             0.94887,             0.84588,             0.66535,             0.53847,              1.0741,            0.000562,            0.000562,            0.000562
                 288,             0.47262,              0.3252,             0.97467,             0.92798,             0.91385,             0.94896,             0.84791,             0.66445,             0.53756,              1.0736,            0.000529,            0.000529,            0.000529
                 289,             0.47405,             0.32419,             0.97308,             0.92827,             0.91426,             0.94916,              0.8484,             0.66335,             0.53601,               1.073,            0.000496,            0.000496,            0.000496
                 290,             0.46095,             0.31766,              0.9658,             0.92881,             0.91453,              0.9494,             0.84847,             0.66244,             0.53474,              1.0724,            0.000463,            0.000463,            0.000463
                 291,             0.46374,             0.32254,             0.97277,             0.92813,             0.91532,             0.94962,             0.84922,             0.66162,             0.53339,               1.072,             0.00043,             0.00043,             0.00043
                 292,              0.4461,             0.30852,             0.95898,             0.92821,             0.91539,             0.94987,             0.84992,             0.66066,              0.5319,              1.0714,            0.000397,            0.000397,            0.000397
                 293,             0.44621,             0.30183,              0.9582,             0.92837,              0.9152,             0.94987,              0.8501,             0.65962,              0.5307,              1.0705,            0.000364,            0.000364,            0.000364
                 294,             0.44833,             0.30778,             0.96146,             0.92912,             0.91538,             0.94994,              0.8515,             0.65883,             0.52905,              1.0701,            0.000331,            0.000331,            0.000331
                 295,              0.4487,             0.30353,             0.95971,              0.9297,             0.91525,             0.94997,             0.85138,             0.65794,               0.528,              1.0692,            0.000298,            0.000298,            0.000298
                 296,             0.44923,             0.30588,             0.95679,              0.9299,             0.91564,             0.95009,             0.85229,             0.65705,             0.52677,              1.0689,            0.000265,            0.000265,            0.000265
                 297,             0.44028,             0.29698,             0.95481,             0.92998,             0.91534,             0.95016,             0.85287,             0.65675,             0.52542,              1.0687,            0.000232,            0.000232,            0.000232
                 298,             0.43287,             0.29429,             0.94938,             0.93045,             0.91549,              0.9505,             0.85344,             0.65604,             0.52394,              1.0686,            0.000199,            0.000199,            0.000199
                 299,             0.43825,             0.29203,             0.94572,             0.93044,             0.91582,             0.95053,             0.85329,             0.65501,             0.52248,              1.0681,            0.000166,            0.000166,            0.000166
